mah_id,education_score,health_score,green_score,quiet_score,safety_score,heat_comfort,transport_score,walkability_score,social_score,nightlight_score,population_balance,daily_needs_score,coastal_proximity,affordability_score,built_growth_score
muratpasa_memurevleri,77.8,94.3,0.0,4.5,37.17,41.12,74.07,93.42,96.49,93.53,17.21,87.23,65.57,97.59,1.43
muratpasa_meydankavagi,98.96,97.59,47.92,7.89,9.76,24.56,96.38,93.2,95.29,96.6,0.44,97.2,72.04,90.02,91.89
muratpasa_muratpasa,96.87,79.55,24.45,1.97,9.65,27.19,85.2,95.29,94.19,95.72,7.35,97.53,66.12,94.74,1.43
muratpasa_sedir,91.83,97.04,17.98,4.93,33.77,31.14,83.72,94.41,90.9,96.05,14.47,84.81,62.72,91.94,58.22
muratpasa_selcuk,77.8,75.66,41.12,0.22,28.18,44.63,61.95,99.23,97.15,99.45,22.42,80.59,76.97,99.89,1.43
muratpasa_soguksu,91.83,94.19,35.64,5.26,34.87,34.65,90.52,91.01,94.52,91.01,9.87,90.79,66.01,93.64,25.88
muratpasa_sinan,91.83,96.38,15.9,1.21,19.52,33.0,82.13,97.26,97.7,99.12,15.79,94.9,72.59,98.68,62.83
muratpasa_tahilpazari,77.8,90.41,2.3,1.32,43.2,25.88,72.48,99.34,98.25,98.46,54.06,85.53,67.76,98.57,31.03
muratpasa_tarim,65.24,90.13,65.13,13.16,3.07,26.75,91.17,86.18,86.73,85.42,59.54,72.92,71.16,87.06,88.05
muratpasa_topcular,91.83,71.98,16.45,9.32,4.93,11.73,86.07,81.69,76.1,84.32,63.27,70.45,67.54,85.96,90.35
muratpasa_tuzcular,77.8,79.55,4.5,0.0,19.74,21.82,61.95,99.89,98.9,100.0,21.82,74.78,73.25,100.0,87.5
muratpasa_varlik,96.87,99.89,8.77,4.71,25.11,39.69,94.52,96.71,97.48,95.07,11.29,96.77,69.52,94.96,85.96
muratpasa_yenigol,86.18,69.24,26.21,13.27,8.44,6.14,81.47,77.08,74.67,78.73,65.35,84.81,67.11,80.48,98.46
muratpasa_yenigun,91.83,95.12,35.75,6.91,16.23,35.31,91.89,95.5,91.89,96.38,0.99,95.18,66.34,91.01,99.78
muratpasa_yesilbahce,91.83,99.78,83.99,7.02,21.71,45.5,95.94,96.16,99.67,94.74,3.62,96.0,75.22,93.75,76.97
muratpasa_yesildere,77.8,75.66,3.29,10.96,5.7,15.68,83.72,91.78,84.21,93.42,22.15,87.23,64.14,89.47,99.67
muratpasa_yesilova,83.83,83.5,16.12,18.86,4.5,23.9,84.54,79.39,78.73,78.4,40.68,88.32,69.19,83.77,92.0
muratpasa_yildiz,77.8,98.19,4.39,0.99,42.54,40.35,87.88,95.72,99.56,92.65,11.73,97.53,67.43,99.62,1.43
muratpasa_yuksekalan,77.8,96.66,27.08,6.03,45.61,36.29,80.87,94.52,92.43,98.25,12.5,89.42,68.42,92.87,85.75
muratpasa_zerdalilik,96.87,92.16,12.61,1.64,2.96,33.99,93.8,93.97,95.61,98.36,14.58,93.42,74.12,98.03,49.89
muratpasa_zumrutova,65.24,76.54,14.14,19.08,2.41,37.94,83.72,80.92,81.36,84.54,67.0,68.15,73.79,85.64,92.21
muratpasa_caybasi,77.8,98.57,29.5,3.07,49.78,25.11,87.88,95.83,96.27,98.9,13.6,94.57,70.18,95.94,72.15
muratpasa_caglayan,91.83,99.56,84.65,4.06,17.32,33.44,98.68,91.67,98.57,90.24,0.66,99.01,75.0,93.86,91.23
muratpasa_ucgen,77.8,94.74,22.81,1.75,7.24,39.8,83.72,97.15,96.93,94.3,10.58,96.0,67.21,96.82,1.43
muratpasa_sirinyali,77.8,100.0,89.36,4.61,26.1,47.7,95.94,90.13,99.89,88.82,2.52,96.77,76.54,95.61,92.54
serik_abdurrahmanlar,57.46,69.57,10.31,33.99,10.75,26.43,24.78,56.25,65.35,62.39,59.21,72.15,67.98,63.6,83.44
serik_akbas,45.56,29.44,90.79,82.35,60.09,55.7,24.78,27.19,26.75,24.01,93.59,19.96,29.39,14.97,15.24
serik_akcaalan,87.45,77.52,12.17,12.94,19.41,6.47,53.56,80.81,77.3,81.36,9.65,88.32,72.7,82.57,92.32
serik_akcapinar,45.56,29.44,54.93,82.35,49.89,31.69,24.78,41.78,31.36,35.53,79.77,19.96,43.31,38.05,48.14
serik_alacami,45.56,29.44,43.86,53.95,47.59,29.17,24.78,48.25,51.1,44.19,90.35,19.96,46.38,42.76,56.58
serik_asagikocayatak,36.57,29.44,2.85,34.43,5.92,14.25,59.43,49.67,53.84,56.8,67.43,47.81,77.19,66.56,88.16
serik_asagioba,71.33,29.44,41.01,51.32,15.02,23.36,24.78,24.45,40.79,48.25,96.49,19.96,62.5,47.37,65.46
serik_asagicatma,16.28,29.44,4.71,82.35,2.52,29.06,24.78,48.9,3.78,60.09,45.83,19.96,76.75,35.53,70.72
serik_belek,62.5,94.08,97.26,20.83,8.0,48.25,94.08,74.01,86.4,79.39,10.31,83.33,81.47,75.88,80.26
serik_belkis,16.28,29.44,62.94,38.49,15.24,33.66,60.14,60.86,59.65,56.58,61.73,53.78,70.5,64.91,67.21
serik_belpinar,36.57,61.4,31.03,42.98,22.48,21.6,24.78,61.51,51.21,63.6,86.73,59.1,65.9,65.79,72.48
serik_berendi,61.24,29.44,9.43,82.35,18.2,10.09,24.78,30.59,34.54,51.54,51.37,19.96,63.71,44.52,78.51
serik_bozdogan,16.28,29.44,75.88,58.88,97.48,82.79,24.78,17.21,19.41,2.41,31.52,19.96,7.24,4.5,4.5
serik_bogazkent,53.45,80.59,89.69,31.14,1.43,37.17,75.33,61.07,74.01,70.18,27.36,77.08,81.8,67.05,67.76
serik_burmahanci,45.56,29.44,4.82,46.38,5.26,22.26,24.78,49.12,41.23,54.61,77.3,47.64,69.96,55.81,67.98
serik_bugus,16.28,29.44,46.93,82.35,51.86,13.05,24.78,31.14,33.44,46.49,76.21,49.51,49.67,37.94,55.92
serik_bilginler,45.56,29.44,41.67,82.35,54.39,38.6,24.78,35.2,21.71,40.79,81.2,19.96,42.87,35.75,57.24
serik_cumali,65.24,62.17,17.32,28.84,11.29,20.39,52.74,75.88,68.2,72.48,54.61,68.15,75.44,76.48,83.66
serik_cumhuriyet,68.26,73.57,10.64,13.49,25.33,17.21,55.54,84.1,76.43,81.47,23.68,86.24,65.13,86.18,83.33
serik_demirciler,57.46,29.44,73.14,82.35,89.14,90.9,24.78,18.09,23.14,6.58,38.21,19.96,7.24,8.44,1.43
serik_deniztepesi,45.56,29.44,36.62,51.64,54.71,30.81,24.78,38.82,33.66,46.05,86.51,49.51,43.53,43.75,67.43
serik_dorumlar,16.28,29.44,21.38,50.77,24.12,17.11,24.78,33.22,38.16,46.38,67.98,41.01,57.57,43.15,52.85
serik_dikmen,40.02,61.4,5.92,40.9,6.8,12.06,78.67,67.76,56.58,65.35,94.96,63.93,76.32,65.57,78.73
serik_eminceler,16.28,63.98,7.57,35.86,1.75,35.53,60.14,62.72,48.68,66.45,93.31,41.01,78.95,55.92,59.43
serik_eskiyuruk,72.15,29.44,9.87,46.82,14.8,2.96,24.78,36.51,40.24,53.62,95.83,42.54,64.36,53.29,68.2
serik_gebiz,82.73,68.59,67.21,47.15,42.21,9.54,24.78,32.24,52.74,52.08,50.44,65.46,51.64,49.78,49.78
serik_gedik,51.37,67.54,11.62,82.35,16.45,11.62,24.78,53.4,3.78,68.2,60.86,43.26,75.11,45.83,42.11
serik_gokcepinar,45.56,29.44,65.68,54.71,88.16,68.31,24.78,29.93,24.89,33.88,48.79,19.96,18.53,20.39,34.98
serik_haciosmanlar,16.28,29.44,58.11,82.35,65.79,14.47,24.78,36.18,12.39,31.8,57.07,19.96,42.76,30.04,42.0
serik_hasdumen,16.28,29.44,63.49,82.35,87.94,96.71,24.78,17.11,21.27,3.51,57.07,19.96,7.24,1.97,2.96
serik_haskiziloren,57.46,65.3,62.5,82.35,93.2,89.58,24.78,28.07,30.92,14.47,71.49,49.51,7.24,22.26,13.49
serik_haspinar,45.56,29.44,73.36,82.35,82.57,66.45,24.78,21.16,18.31,7.46,41.89,19.96,23.14,2.74,7.02
serik_kadriye,63.43,90.79,83.88,22.81,7.13,44.41,89.8,71.82,84.43,78.18,8.77,85.31,79.71,74.45,88.82
serik_karadayi,53.45,29.44,37.72,50.22,10.31,23.57,24.78,47.48,56.47,58.22,46.05,63.54,79.17,55.04,65.79
serik_karincali,82.07,29.44,2.52,47.59,0.88,25.0,24.78,38.93,39.8,49.34,70.39,19.96,70.61,50.99,71.05
serik_kayaburnu,61.24,29.44,29.28,47.04,25.66,11.18,60.69,60.96,61.4,62.5,86.4,51.26,68.53,65.46,89.91
serik_kirbas,16.28,29.44,40.35,82.35,36.29,18.2,24.78,22.26,13.6,30.26,41.89,19.96,52.08,31.91,45.07
serik_kozan,16.28,29.44,88.71,82.35,66.67,55.04,24.78,14.69,17.54,7.35,69.3,19.96,27.41,19.96,25.33
serik_kozagaci,61.24,29.44,5.59,33.55,3.51,19.63,60.69,59.1,60.42,59.32,84.76,42.54,75.33,67.21,90.79
serik_kuslar,16.28,29.44,14.91,82.35,16.67,12.72,24.78,40.13,3.78,48.68,54.39,19.96,59.76,30.81,67.87
serik_kokez,95.29,82.79,34.32,18.53,21.6,15.9,53.29,80.37,79.39,81.03,4.06,96.16,64.47,81.09,77.96
serik_kurus,73.36,63.98,6.36,27.96,8.77,32.24,51.1,69.3,65.68,68.64,62.06,67.21,75.88,68.75,72.59
serik_merkez,96.87,95.94,37.17,16.12,8.99,19.19,65.41,82.46,87.39,80.92,2.19,98.57,72.26,81.8,87.39
serik_nebiler,16.28,29.44,9.21,49.12,16.34,15.13,24.78,33.55,39.47,54.39,74.78,55.65,63.16,47.04,70.61
serik_orta,99.56,98.36,65.57,16.78,23.25,9.65,72.97,78.62,89.69,82.68,3.29,98.25,73.03,81.58,92.98
serik_pinarcik,63.43,29.44,12.39,82.35,17.0,17.76,24.78,34.76,36.84,51.43,99.56,19.96,62.17,43.42,66.56
serik_sariabali,63.43,29.44,53.95,56.58,35.75,34.98,51.1,46.82,55.15,55.7,80.48,46.05,53.51,47.92,60.53
serik_tekke,57.46,29.44,19.08,53.62,28.29,8.33,24.78,42.65,37.72,58.0,84.65,53.78,55.37,49.34,68.31
serik_tonguslu,38.76,66.67,30.04,56.91,47.7,2.85,24.78,27.74,53.62,50.66,93.2,59.59,48.46,50.0,58.0
serik_yankoy,57.46,29.44,7.35,53.73,16.56,8.99,24.78,45.07,51.32,51.1,99.23,53.78,61.18,47.81,59.98
serik_yeni,86.84,88.82,34.21,11.84,22.7,18.31,77.74,84.76,86.29,84.98,15.13,93.09,68.86,88.16,79.17
serik_yesilyurt,16.28,29.44,19.63,36.95,17.54,15.46,24.78,52.52,43.31,51.86,91.12,51.26,61.84,54.44,76.32
serik_yukarikocayatak,32.89,62.83,8.0,31.03,12.39,6.91,71.38,56.8,63.16,66.01,26.54,69.13,71.71,67.71,85.09
serik_yukaricatma,16.28,29.44,24.78,82.35,37.94,9.32,24.78,28.84,3.78,57.46,58.39,19.96,58.0,34.98,88.38
serik_yumaklar,45.56,29.44,64.69,63.6,86.07,71.27,24.78,10.09,17.11,23.9,94.74,19.96,7.24,11.07,26.64
serik_zirlankaya,82.07,29.44,24.12,82.35,27.3,8.88,24.78,45.5,32.89,52.19,84.92,42.54,58.11,53.4,65.35
serik_cakallik,34.48,60.03,4.28,35.64,3.29,11.51,55.54,56.69,44.08,61.62,59.65,43.91,77.85,63.76,84.43
serik_canakci,16.28,29.44,2.41,30.48,2.85,6.69,24.78,25.55,15.02,49.12,71.71,19.96,68.64,49.12,70.29
serik_candir,71.33,67.93,3.4,41.45,2.74,21.93,24.78,51.32,58.66,57.24,56.85,71.71,69.41,60.64,78.62
serik_catallar,16.28,29.44,28.07,82.35,19.63,17.87,24.78,32.89,33.22,37.94,61.35,19.96,60.09,36.4,53.51
serik_urundu,16.28,29.44,36.18,82.35,21.49,21.49,24.78,48.46,35.64,58.77,91.67,43.91,61.4,55.15,71.93
serik_satirli,34.48,60.03,20.61,42.0,17.21,18.42,24.78,46.05,32.02,61.4,69.96,41.01,65.24,54.61,78.29
ibradi_aydinyayla,86.18,29.44,46.16,82.35,67.65,92.43,24.78,25.44,18.97,1.43,24.45,19.96,7.24,26.64,15.79
ibradi_asagi,66.61,66.67,82.89,46.05,72.7,83.77,24.78,53.51,60.53,31.25,94.41,49.51,7.24,49.01,44.3
ibradi_duzlen,16.28,29.44,60.53,82.35,75.11,58.11,24.78,26.97,3.78,24.45,18.86,19.96,7.24,6.47,1.43
akseki_kuyucak,66.61,29.44,47.81,82.35,72.04,97.59,24.78,8.66,17.0,0.44,68.8,19.96,7.24,23.57,31.91
ibradi_ormana,57.46,29.44,97.48,63.38,71.6,94.74,24.78,29.06,54.82,9.43,95.72,19.96,7.24,35.36,30.7
manavgat_sirtkoy,16.28,29.44,66.67,82.35,91.45,65.13,24.78,20.29,15.46,11.07,50.6,19.96,7.24,2.08,6.14
ibradi_yukari,51.37,63.98,91.67,82.35,79.17,92.21,24.78,46.16,35.75,12.61,97.04,53.78,7.24,40.9,25.22
ibradi_cukurviran,16.28,29.44,50.33,82.35,65.24,80.04,24.78,11.07,8.66,2.52,33.39,19.96,7.24,5.04,14.14
ibradi_uzumdere,83.83,29.44,66.56,82.35,74.89,71.71,24.78,44.52,33.77,3.95,27.08,19.96,7.24,32.57,18.97
kemer_goynuk,74.4,87.72,99.12,24.34,39.47,57.35,85.42,72.7,81.14,72.7,13.93,92.32,83.33,71.38,69.19
kemer_arslanbucak,83.83,89.47,99.23,26.86,49.67,60.42,78.18,75.77,78.62,70.72,7.68,85.8,44.85,69.63,73.46
konyaalti_hisarcandir,16.28,29.44,94.3,61.07,88.49,85.75,66.23,43.53,58.77,31.14,88.6,19.96,21.82,28.29,24.45
gundogmus_balkaya,45.56,29.44,65.79,82.35,95.29,92.65,24.78,24.01,21.16,7.13,63.93,19.96,24.56,14.47,7.79
gundogmus_calti,45.56,29.44,80.37,82.35,96.49,98.14,24.78,15.24,24.23,4.71,47.48,19.96,26.21,9.98,8.0
alanya_dere,45.56,29.44,76.32,82.35,81.8,97.04,24.78,16.23,24.01,34.98,89.14,46.05,27.52,21.05,26.75
alanya_ugurlu,16.28,29.44,27.63,82.35,97.04,99.01,24.78,13.6,8.22,18.97,46.71,19.96,30.15,6.58,8.99
kas_yaylakilincli,16.28,29.44,29.39,56.47,46.05,52.3,24.78,22.48,36.51,45.72,64.42,19.96,35.2,42.05,50.55
kas_gombe,57.46,70.07,57.68,49.01,53.62,68.09,24.78,50.44,63.38,58.88,76.54,67.76,36.07,55.37,52.96
kas_cesme,16.28,29.44,52.74,82.35,79.5,85.96,24.78,3.62,3.78,7.57,34.7,19.96,40.46,9.21,33.55
elmali_afsar,16.28,29.44,48.46,50.0,58.44,89.47,24.78,8.88,12.28,24.23,57.46,19.96,35.96,27.41,42.76
kas_ortabag,16.28,29.44,85.53,82.35,77.41,85.09,24.78,12.94,7.89,5.81,50.99,19.96,39.8,18.09,26.1
ibradi_baslar,45.56,29.44,43.2,82.35,57.89,90.02,24.78,1.75,44.19,0.22,67.27,19.96,7.24,6.69,21.16
serik_etler,45.56,29.44,88.38,82.35,86.62,90.68,24.78,13.49,27.96,9.87,96.88,19.96,7.24,14.25,1.43
akseki_bogaz,34.48,60.03,67.32,58.33,87.72,98.46,51.1,46.71,49.78,17.65,74.95,60.42,7.24,39.91,35.53
konyaalti_liman,86.62,92.76,100.0,26.54,52.52,78.62,91.45,68.42,85.2,69.19,2.41,90.46,36.51,68.09,56.8
kemer_beldibi,45.56,77.85,99.45,34.87,55.37,77.19,77.96,67.54,74.45,56.69,26.75,87.61,36.62,61.95,57.46
kepez_duraliler,57.46,66.67,93.64,24.12,26.97,50.44,89.91,71.71,70.5,72.26,30.04,62.23,64.91,68.53,79.61
gazipasa_sahinler,16.28,29.44,51.32,64.14,57.68,85.53,24.78,13.93,44.74,1.97,35.53,19.96,38.49,11.95,21.82
dosemealti_yenikoy,98.25,94.96,83.55,19.52,4.28,0.77,99.78,78.84,83.99,78.07,0.88,96.38,31.47,77.52,88.6
dosemealti_komurculer,73.36,58.99,5.15,12.72,4.71,0.99,97.86,71.93,71.38,81.25,15.24,68.48,31.25,77.8,95.94
dosemealti_ciplakli,88.21,82.68,33.99,17.0,4.82,1.1,99.07,74.34,76.75,79.17,15.02,73.57,31.36,75.77,96.05
kepez_baskoy,34.48,29.44,52.96,37.06,5.48,5.37,65.68,55.26,44.96,60.2,90.95,19.96,31.03,48.25,47.92
korkuteli_kucuklu,45.56,29.44,22.04,82.35,58.55,41.34,24.78,49.89,35.09,30.15,77.96,19.96,7.24,30.15,38.27
kemer_yeni,40.3,96.16,93.42,27.85,52.19,62.17,86.73,72.15,82.13,68.31,33.55,85.96,44.41,67.98,58.66
kemer_merkez,70.39,92.65,99.78,16.45,38.71,58.44,69.52,73.9,89.36,75.66,25.11,83.0,87.72,74.12,64.36
